"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"KAL","KALGOORLIE GOLD MINING LIMITED","Materials","17/11/2021",4309256
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","Financial Services","29/11/2007",19045730
"KAR","KAROON ENERGY LTD","Energy","08/06/2004",1228123333
"KAT","KATANA CAPITAL LIMITED","Not Applic","23/12/2005",37642969
"KAU","KAISER REEF LIMITED","Materials","28/02/2020",31016513
"KBC","KEYBRIDGE CAPITAL LIMITED","Financial Services","23/12/1999",10854730
"KCC","KINCORA COPPER LIMITED","Materials","30/03/2021",10327560
"KCN","KINGSGATE CONSOLIDATED LIMITED.","Materials","21/04/1988",360852369
"KDY","KADDY LIMITED","Consumer Discretionary Distribution & Retail","04/04/2001","SUSPENDED"
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","Consumer Services","02/06/2021",121963543
"KEY","KEY PETROLEUM LIMITED","Energy","26/04/2007",2951892
"KFM","KINGFISHER MINING LTD","Materials","11/12/2020",15577350
"KGD","KULA GOLD LIMITED","Materials","16/11/2010",6717815
"KGL","KGL RESOURCES LIMITED","Materials","17/03/2005",90766698
"KGN","KOGAN.COM LTD","Consumer Discretionary Distribution & Retail","07/07/2016",633375728
"KIL","KILAND LTD","Materials","08/07/2002",138729705
"KIN","KIN MINING NL","Materials","02/10/2013",42413420
"KKC","KKR CREDIT INCOME FUND","Not Applic","21/11/2019",654743778
"KKO","KINETIKO ENERGY LTD","Energy","21/07/2011",63225645
"KLI","KILLI RESOURCES LIMITED","Class Pend","10/02/2022",4134003
"KLL","KALIUM LAKES LIMITED","Materials","22/12/2016","SUSPENDED"
"KLO","KINGSLAND GLOBAL LTD","Real Estate Management & Development","11/12/2015","SUSPENDED"
"KLR","KAILI RESOURCES LIMITED","Energy","06/03/1997",1474004
"KLS","KELSIAN GROUP LIMITED","Transportation","16/10/2013",1868370880
"KMD","KMD BRANDS LIMITED","Consumer Discretionary Distribution & Retail","13/11/2009",647326427
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","Consumer Services","15/08/2003",31448603
"KNB","KOONENBERRY GOLD LIMITED","Materials","28/09/2021",4071469
"KNG","KINGSLAND MINERALS LTD","Materials","14/06/2022",19821932
"KNI","KUNIKO LIMITED","Materials","24/08/2021",43276103
"KNM","KNEOMEDIA LIMITED","Media & Entertainment","24/06/1987",6019141
"KNO","KNOSYS LIMITED","Software & Services","09/09/2015",12968322
"KOB","KOBA RESOURCES LIMITED","Materials","04/05/2022",18447917
"KOR","KORAB RESOURCES LIMITED","Materials","31/08/2005",8075100
"KOV","KORVEST LTD","Capital Goods","17/09/1970",88674374
"KP2","KORE POTASH PLC","Materials","07/11/2017",41063245
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","Commercial & Professional Services","21/06/2017",211050000
"KPO","KALINA POWER LIMITED","Utilities","02/08/1971",13636762
"KRM","KINGSROSE MINING LIMITED","Materials","07/12/2007",52676856
"KRR","KING RIVER RESOURCES LIMITED","Materials","21/09/2007",17088774
"KSC","K & S CORPORATION LIMITED","Transportation","25/08/1971",346227927
"KSL","KINA SECURITIES LIMITED","Banks","30/07/2015",229548720
"KSN","KINGSTON RESOURCES LIMITED","Materials","05/03/1987",39361966
"KSS","KLEOS SPACE S.A","Commercial & Professional Services","24/08/2018","SUSPENDED"
"KTA","KRAKATOA RESOURCES LIMITED","Materials","28/12/2012",14070427
"KTG","K-TIG LIMITED","Capital Goods","01/11/2012","SUSPENDED"
"KYP","KINATICO LTD","Software & Services","08/09/2015",52107884
"KZA","KAZIA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","01/09/1994",31905140
"KZR","KALAMAZOO RESOURCES LIMITED","Materials","16/01/2017",22489440
"L1M","LIGHTNING MINERALS LTD","Materials","22/11/2022",9206862
"LAM","LARAMIDE RESOURCES LTD","Energy","30/04/2013",112459468
"LAU","LINDSAY AUSTRALIA LIMITED","Transportation","05/07/1994",418698743
"LAW","LAWFINANCE LIMITED","Financial Services","12/05/2000","SUSPENDED"
"LBL","LASERBOND LIMITED","Capital Goods","17/12/2007",85228296
"LBT","LBT INNOVATIONS LIMITED","Health Care Equipment & Services","31/07/2006",8299096
"LCE","LONDON CITY EQUITIES LIMITED","Financial Services","06/03/1987",14901565
"LCL","LCL RESOURCES LIMITED","Materials","02/10/2007",32566483
"LCT","LIVING CELL TECHNOLOGIES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","01/09/2004",24527185
"LCY","LEGACY IRON ORE LIMITED","Materials","08/07/2008",121729698
"LDR","LODE RESOURCES LTD","Materials","02/07/2021",18153305
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","Health Care Equipment & Services","05/07/2021",28205628
"LEG","LEGEND MINING LIMITED","Materials","25/08/1995",101551701
"LEL","LITHIUM ENERGY LIMITED","Materials","19/05/2021",72107000
"LER","LEAF RESOURCES LTD","Materials","05/01/1999",39178739
"LEX","LEFROY EXPLORATION LIMITED","Materials","05/09/1991",32893890
"LFG","LIBERTY FINANCIAL GROUP","Financial Services","15/12/2020",1157492756
"LFS","LATITUDE GROUP HOLDINGS LIMITED","Financial Services","20/04/2021",1237215205
"LGI","LGI LIMITED","Utilities","04/10/2022",201309798
"LGL","LYNCH GROUP HOLDINGS LIMITED","Food, Beverage & Tobacco","06/04/2021",317371891
"LGM","LEGACY MINERALS HOLDINGS LIMITED","Materials","13/09/2021",10817582
"LGP","LITTLE GREEN PHARMA LTD","Pharmaceuticals, Biotechnology & Life Sciences","20/02/2020",53888821
"LHM","LAND & HOMES GROUP LIMITED","Real Estate Management & Development","05/10/2004",9444504
"LIC","LIFESTYLE COMMUNITIES LIMITED","Real Estate Management & Development","15/12/1998",1768903617
"LIN","LINDIAN RESOURCES LIMITED","Materials","02/03/2000",402380323
"LIO","LION ENERGY LIMITED","Energy","15/02/1972",10728296
"LIS","LI-S ENERGY LIMITED","Capital Goods","28/09/2021",163251059
"LIT","LITHIUM AUSTRALIA LIMITED","Materials","30/10/2007",41520517
"LKE","LAKE RESOURCES N.L.","Materials","29/08/2001",362723400
"LKO","LAKES BLUE ENERGY NL","Energy","05/12/1985",57825090
"LKY","LOCKSLEY RESOURCES LIMITED","Materials","08/07/2021",5162500
"LLC","LENDLEASE GROUP","Real Estate Management & Development","30/06/1962",5659334154
"LLI","LOYAL LITHIUM LIMITED","Materials","06/07/2021","SUSPENDED"
"LLL","LEO LITHIUM LIMITED","Materials","23/06/2022","SUSPENDED"
"LLO","LION ONE METALS LIMITED","Materials","07/06/2013",210370146
"LM1","LEEUWIN METALS LTD","Materials","29/03/2023",22809002
"LM8","LUNNON METALS LIMITED","Materials","16/06/2021",182709120
"LME","LIMEADE INC.","Software & Services","20/12/2019",107541114
"LMG","LATROBE MAGNESIUM LIMITED","Materials","18/12/1986",96622995
"LML","LINCOLN MINERALS LIMITED","Materials","09/03/2007",12786406
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","Commercial & Professional Services","27/10/2015",795130596
"LNR","LANTHANEIN RESOURCES LTD","Materials","09/04/2003",25796238
"LNU","LINIUS TECHNOLOGIES LIMITED","Software & Services","26/07/2011",11366372
"LNW","LIGHT & WONDER INC.","Consumer Services","22/05/2023",9338436781
"LOM","LUCAPA DIAMOND COMPANY LIMITED","Materials","19/12/2006",56142835
"LOT","LOTUS RESOURCES LIMITED","Materials","18/02/2009",262076499
"LOV","LOVISA HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","18/12/2014",2242902750
"LPD","LEPIDICO LTD","Materials","19/04/1994",114574586
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","Utilities","11/10/2011",10689377
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","Materials","24/06/2016",191917456
"LPM","LITHIUM PLUS MINERALS LTD.","Materials","26/04/2022",33702000
"LRD","LORD RESOURCES LIMITED","Materials","07/04/2022",4094464
"LRK","LARK DISTILLING CO. LTD","Food, Beverage & Tobacco","12/11/2003",118425169
"LRL","LABYRINTH RESOURCES LIMITED","Materials","28/07/1971",9941029
"LRS","LATIN RESOURCES LIMITED","Materials","21/09/2010",1047628923
"LRT","LOWELL RESOURCES FUND","Not Applic","22/03/2018",41348954
"LRV","LARVOTTO RESOURCES LIMITED","Materials","06/12/2021",12538756
"LSA","LACHLAN STAR LIMITED","Materials","28/07/1971",13190127
"LSF","L1 LONG SHORT FUND LIMITED","Not Applic","24/04/2018",1757362121
"LSR","LODESTAR MINERALS LIMITED","Materials","21/12/2007",14747179
"LSX","LION SELECTION GROUP LIMITED.","Not Applic","13/03/2013",62106341
"LTR","LIONTOWN RESOURCES LIMITED","Materials","27/12/2006",6254405864
"LV1","LIVE VERDURE LTD","Food, Beverage & Tobacco","14/12/2020",7719279
"LVE","LOVE GROUP GLOBAL LTD","Software & Services","05/12/2014",4053417
"LVH","LIVEHIRE LIMITED","Software & Services","10/06/2016",23800930
"LVT","LIVETILES LIMITED","Software & Services","17/08/1999",18625141
"LYC","LYNAS RARE EARTHS LIMITED","Materials","11/09/1986",6247225541
"LYK","LYKOS METALS LIMITED","Materials","21/10/2021",9072000
"LYL","LYCOPODIUM LIMITED","Capital Goods","17/12/2004",400184076
"LYN","LYCAON RESOURCES LTD","Materials","17/11/2021",10702813
"M24","MAMBA EXPLORATION LIMITED","Materials","05/02/2021",4268834
"M2M","MT MALCOLM MINES NL","Materials","10/09/2021",2865618
"M2R","MIRAMAR RESOURCES LIMITED","Materials","22/10/2020",4067316
"M2RN","MIRAMAR RESOURCES LIMITED","Materials","22/10/2020",4067316
"M3M","M3 MINING LIMITED","Materials","29/07/2021",8604961
"M4M","MACRO METALS LIMITED","Materials","16/01/1987",5964233
"M7T","MACH7 TECHNOLOGIES LIMITED","Health Care Equipment & Services","30/11/2005",228008912
"M8S","M8 SUSTAINABLE LIMITED","Commercial & Professional Services","11/12/2019","SUSPENDED"
"MAD","MADER GROUP LIMITED","Commercial & Professional Services","01/10/2019",1194000000
"MAF","MA FINANCIAL GROUP LIMITED","Financial Services","10/04/2017",944983788
"MAG","MAGMATIC RESOURCES LIMITED","Materials","19/05/2017",24455424
"MAH","MACMAHON HOLDINGS LIMITED","Materials","01/12/1983",301698015
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","Financial Services","30/04/2018",85170159
"MAN","MANDRAKE RESOURCES LIMITED","Materials","29/05/1987",26345436
"MAP","MICROBA LIFE SCIENCES LIMITED","Health Care Equipment & Services","05/04/2022",108402989
"MAQ","MACQUARIE TECHNOLOGY GROUP LIMITED","Telecommunication Services","27/09/1999",1655410224
"MAT","MATSA RESOURCES LIMITED","Materials","20/04/2005",14008251
"MAU","MAGNETIC RESOURCES NL","Materials","05/04/2007",167052595
"MAUCA","MAGNETIC RESOURCES NL","Materials","05/04/2007",167052595
"MAY","MELBANA ENERGY LIMITED","Energy","27/03/1998",330280002
"MBH","MAGGIE BEER HOLDINGS LTD","Food, Beverage & Tobacco","27/08/2004",56390387
"MBK","METAL BANK LIMITED","Materials","02/03/2011",9400508
"MBX","MY FOODIE BOX LIMITED","Consumer Staples Distribution & Retail","07/01/2022",1014980
"MCA","MURRAY COD AUSTRALIA LIMITED","Food, Beverage & Tobacco","30/03/2011",137835610
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","Energy","16/11/2009",56172638
"MCL","MIGHTY CRAFT LIMITED","Consumer Services","17/12/2019",16764355
"MCM","MC MINING LIMITED","Energy","24/04/1980",59949780
"MCP","MCPHERSON'S LIMITED","Household & Personal Products","30/06/1962",59738894
"MCR","MINCOR RESOURCES NL","Materials","16/06/1997","SUSPENDED"
"MCT","METALICITY LIMITED","Materials","21/12/2005",7472172
"MCX","MARINER CORPORATION LIMITED","Financial Services","20/06/1986","SUSPENDED"
"MCY","MERCURY NZ LIMITED","Utilities","10/05/2013",8112738348
"MDC","MEDLAB CLINICAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","14/07/2015","SUSPENDED"
"MDI","MIDDLE ISLAND RESOURCES LIMITED","Materials","16/12/2010",4079088
"MDR","MEDADVISOR LIMITED","Health Care Equipment & Services","26/05/2011",128065461
"MDX","MINDAX LIMITED","Materials","08/12/2004",135006879
"ME1","MELODIOL GLOBAL HEALTH LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","20/10/2016",25541261
"MEA","MCGRATH LIMITED","Real Estate Management & Development","07/12/2015",60824391
"MEB","MEDIBIO LIMITED","Health Care Equipment & Services","29/01/2001",5150594
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","Financial Services","03/05/2017",57826865
"MEG","MEGADO MINERALS LTD","Materials","27/10/2020",18320800
"MEI","METEORIC RESOURCES NL","Materials","16/07/2004",455936925
"MEK","MEEKA METALS LIMITED","Materials","21/12/1999",37366313
"MEL","METGASCO LTD","Energy","23/12/2004",14894414
"MEM","MEMPHASYS LIMITED.","Pharmaceuticals, Biotechnology & Life Sciences","14/05/2007",14392806
"MEU","MARMOTA LIMITED","Energy","21/11/2007",40234422
"MEZ","MERIDIAN ENERGY LIMITED","Utilities","29/10/2013",13045004026
"MFD","MAYFIELD CHILDCARE LIMITED","Consumer Services","30/11/2016",67925213
"MFF","MFF CAPITAL INVESTMENTS LIMITED","Not Applic","19/12/2006",1599587159
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","Financial Services","01/07/2004",1631072772
"MGA","METALSGROVE MINING LTD","Materials","06/07/2022",5798100
"MGF","MAGELLAN GLOBAL FUND.","Not Applic","30/11/2020",2441684812
"MGGDA","MOGUL GAMES GROUP LTD","Media & Entertainment","19/10/2011","SUSPENDED"
"MGH","MAAS GROUP HOLDINGS LIMITED","Capital Goods","04/12/2020",853149768
"MGL","MAGONTEC LIMITED","Materials","07/07/1983",40721482
"MGR","MIRVAC GROUP","Equity Real Estate Investment Trusts (REITs)","16/06/1999",9154395703
"MGT","MAGNETITE MINES LIMITED.","Materials","06/04/2006",32664180
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","Materials","23/04/1987",37398599
"MGV","MUSGRAVE MINERALS LIMITED","Materials","29/04/2011",206922782
"MGX","MOUNT GIBSON IRON LIMITED","Materials","12/02/1976",564704990
"MHC","MANHATTAN CORPORATION LIMITED","Energy","29/01/2008",29362787
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","Consumer Durables & Apparel","31/10/1994",3016528
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","Consumer Discretionary Distribution & Retail","07/07/2016",347415329
"MHK","METAL HAWK LIMITED.","Materials","19/11/2020",8849077
"MI6","MINERALS 260 LIMITED","Materials","12/10/2021",175500000
"MIH","MNC MEDIA INVESTMENT LTD","Media & Entertainment","13/09/2013","SUSPENDED"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","Commercial & Professional Services","19/11/2015",13205713
"MIN","MINERAL RESOURCES LIMITED","Materials","28/07/2006",13635037951
"MIO","MACARTHUR MINERALS LIMITED","Materials","06/12/2019",33170698
"MIR","MIRRABOOKA INVESTMENTS LIMITED","Not Applic","28/06/2001",580456812
"MKG","MAKO GOLD LIMITED","Materials","16/04/2018",16128229
"MKL","MIGHTY KINGDOM LIMITED","Media & Entertainment","21/04/2021",8399023
"MKR","MANUKA RESOURCES LTD.","Materials","14/07/2020",29747853
"MLG","MLG OZ LIMITED","Materials","04/05/2021",101287972
"MLM","METALLICA MINERALS LIMITED","Materials","23/11/2004",25836271
"MLS","METALS AUSTRALIA LTD","Materials","23/01/1986",19969158
"MLX","METALS X LIMITED","Materials","26/08/2004",290325141
"MM1","MIDAS MINERALS LTD","Materials","07/09/2021",29875832
"MM8","MEDALLION METALS LIMITED.","Materials","22/03/2021",17297439
"MMA","MARONAN METALS LIMITED","Materials","29/04/2022",34501599
"MMC","MITRE MINING CORPORATION LIMITED","Materials","30/09/2021",13605030
"MME","MONEYME LIMITED","Financial Services","12/12/2019",57605650
"MMI","METRO MINING LIMITED","Materials","04/12/2009",109131509
"MMM","MARLEY SPOON SE","Consumer Staples Distribution & Retail","02/07/2018",51136765
"MMR","MEC RESOURCES LIMITED","Energy","29/05/2006","SUSPENDED"
"MMS","MCMILLAN SHAKESPEARE LIMITED","Commercial & Professional Services","15/03/2004",1299538828
"MNB","MINBOS RESOURCES LIMITED","Materials","18/10/2010",98904594
"MND","MONADELPHOUS GROUP LIMITED","Capital Goods","28/03/1991",1266142976
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","Materials","25/10/2005",123847306
"MOB","MOBILICOM LIMITED","Technology Hardware & Equipment","02/05/2017",14593444
"MOH","MOHO RESOURCES LIMITED","Materials","07/11/2018",3634089
"MOM","MOAB MINERALS LIMITED","Materials","15/01/1987",6542671
"MOT","METRICS INCOME OPPORTUNITIES TRUST","Not Applic","29/04/2019",531975070
"MOV","MOVE LOGISTICS GROUP LIMITED","Transportation","01/07/2022",91362326
"MOZ","MOSAIC BRANDS LIMITED","Consumer Discretionary Distribution & Retail","11/05/2000",33886069
"MP1","MEGAPORT LIMITED","Software & Services","17/12/2015",1566196670
"MPA","MAD PAWS HOLDINGS LIMITED","Consumer Services","26/03/2021",35166257
"MPG","MANY PEAKS GOLD LIMITED","Materials","16/03/2022",7585272
"MPL","MEDIBANK PRIVATE LIMITED","Insurance","25/11/2014",9556391243
"MPP","METRO PERFORMANCE GLASS LIMITED","Capital Goods","30/07/2014",22245370
"MPR","MPOWER GROUP LIMITED","Financial Services","01/01/1974",5580362
"MPX","MUSTERA PROPERTY GROUP LIMITED","Real Estate Management & Development","28/11/2014",38943486
"MQG","MACQUARIE GROUP LIMITED","Financial Services","05/11/2007",70659544934
"MQR","MARQUEE RESOURCES LIMITED","Materials","15/03/2017",12566885
"MRC","MINERAL COMMODITIES LTD","Materials","14/08/1981",35955709
"MRD","MOUNT RIDLEY MINES LIMITED","Materials","15/09/2004",19462207
"MRI","MY REWARDS INTERNATIONAL LIMITED","Commercial & Professional Services","11/02/2022",7903997
"MRL","MAYUR RESOURCES LIMITED","Materials","21/09/2017",64144844
"MRM","MMA OFFSHORE LIMITED","Energy","21/06/1999",464249149
"MRQ","MRG METALS LIMITED","Materials","08/06/2011",4964797
"MRR","MINREX RESOURCES LIMITED","Materials","11/11/2011",17357880
"MRZ","MONT ROYAL RESOURCES LIMITED","Materials","07/05/2019",13354120
"MSB","MESOBLAST LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","16/12/2004",1111389586
"MSG","MCS SERVICES LIMITED","Commercial & Professional Services","17/01/2012",4762031
"MSI","MULTISTACK INTERNATIONAL LIMITED","Capital Goods","11/02/1993",1090431
"MSV","MITCHELL SERVICES LIMITED","Materials","02/08/2011",94065865
"MTB","MOUNT BURGESS MINING NL","Materials","05/09/1985",4415856
"MTC","METALSTECH LIMITED","Materials","24/02/2017",42436033
"MTH","MITHRIL RESOURCES LIMITED","Materials","18/11/2002",6737609
"MTL","MANTLE MINERALS LIMITED","Materials","11/07/2000",9221169
"MTM","MTM CRITICAL METALS LIMITED","Materials","15/07/2021",10189906
"MTO","MOTORCYCLE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","29/04/2016",120093932
"MTS","METCASH LIMITED","Consumer Staples Distribution & Retail","08/04/2005",3504916015
"MVF","MONASH IVF GROUP LIMITED","Health Care Equipment & Services","26/06/2014",457820937
"MVL","MARVEL GOLD LIMITED","Materials","14/06/2016",10365488
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/12/2003",138519806
"MWY","MIDWAY LIMITED","Materials","08/12/2016",55895182
"MX1","MICRO-X LIMITED","Health Care Equipment & Services","22/12/2015",54224624
"MXC","MGC PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","21/12/2006",11677079
"MXI","MAXIPARTS LIMITED","Capital Goods","07/12/1994",126400527
"MXO","MOTIO LTD","Media & Entertainment","09/05/2011",8888778
"MXR","MAXIMUS RESOURCES LIMITED","Materials","26/10/2005",10209785
"MXT","METRICS MASTER INCOME TRUST","Not Applic","09/10/2017",1738061179
"MYE","METAROCK GROUP LIMITED","Materials","07/05/2010",42138771
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","Capital Goods","30/10/1986",38038400
"MYR","MYER HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","02/11/2009",529724836
"MYS","MYSTATE LIMITED","Banks","10/09/2009",392348077
"MYX","MAYNE PHARMA GROUP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/06/2007",397296925
"MZZ","MATADOR MINING LIMITED","Materials","08/03/2017",17975465
"N1H","N1 HOLDINGS LIMITED","Financial Services","18/03/2016",15409725
"NAB","NATIONAL AUSTRALIA BANK LIMITED","Banks","31/01/1962",87592346661
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","Not Applic","12/11/2014",40326355
"NAE","NEW AGE EXPLORATION LIMITED","Energy","18/02/1994",7897444
"NAG","NAGAMBIE RESOURCES LIMITED","Materials","23/06/2006",23269053
"NAM","NAMOI COTTON LIMITED","Commercial & Professional Services","06/04/1998",90961431
"NAN","NANOSONICS LIMITED","Health Care Equipment & Services","17/05/2007",1442046175
"NBI","NB GLOBAL CORPORATE INCOME TRUST","Not Applic","26/09/2018",614893720
"NC1","NICO RESOURCES LIMITED","Materials","19/01/2022",43680001
"NC6","NANOLLOSE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/10/2017",8188750
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","Not Applic","26/02/2013",51066970
"NCK","NICK SCALI LIMITED","Consumer Discretionary Distribution & Retail","26/05/2004",783270000
"NCM","NEWCREST MINING LIMITED","Materials","04/06/1987",23419902871
"NCR","NUCOAL RESOURCES LIMITED","Materials","31/05/1996","SUSPENDED"
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","Media & Entertainment","06/12/2013",3479002236
"NES","NELSON RESOURCES LIMITED.","Materials","07/12/2017",3681566
"NET","NETLINKZ LIMITED","Software & Services","13/01/2011",35305284
"NEU","NEUREN PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","03/02/2005",1831312599
"NFL","NORFOLK METALS LIMITED","Materials","22/03/2022",4125000
"NGE","NGE CAPITAL LIMITED","Not Applic","28/12/2007",27440550
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","Financial Services","28/04/2006",353353413
"NGL","NIGHTINGALE INTELLIGENT SYSTEMS INC","Capital Goods","18/11/2022",6661143
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","Household & Personal Products","30/10/2020",1851382
"NGX","NGX LIMITED","Materials","16/06/2023",20840723
"NGY","NUENERGY GAS LIMITED","Energy","15/01/1987",41466754
"NHC","NEW HOPE CORPORATION LIMITED","Energy","16/09/2003",4588450386
"NHE","NOBLE HELIUM LIMITED","Energy","08/04/2022",73507246
"NHF","NIB HOLDINGS LIMITED","Insurance","05/11/2007",3973836563
"NIC","NICKEL INDUSTRIES LIMITED","Materials","20/08/2018",2479890964
"NIM","NIMY RESOURCES LIMITED","Materials","22/11/2021",20818064
"NIS","NICKELSEARCH LIMITED","Materials","18/10/2021",8223950
"NKL","NICKELX LIMITED","Materials","07/05/2021",5272552
"NME","NEX METALS EXPLORATION LIMITED","Materials","06/12/2007",5993053
"NML","NAVARRE MINERALS LIMITED","Materials","31/03/2011","SUSPENDED"
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","Materials","16/11/2020",5143770
"NMT","NEOMETALS LTD","Materials","10/07/2002",287425412
"NNG","NEXION GROUP LTD","Software & Services","18/02/2021",4046157
"NNL","NORDIC NICKEL LIMITED","Materials","01/06/2022",26501751
"NOL","NOBLEOAK LIFE LIMITED","Insurance","22/07/2021",141403677
"NOR","NORWOOD SYSTEMS LIMITED","Software & Services","27/06/1995",13659617
"NOU","NOUMI LIMITED","Food, Beverage & Tobacco","07/11/1985",37409758
"NOV","NOVATTI GROUP LIMITED","Software & Services","18/01/2016",47411916
"NOX","NOXOPHARM LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/08/2016",10812804
"NPM","NEWPEAK METALS LIMITED","Materials","11/04/2011",9248616
"NPR","NEWMARK PROPERTY REIT","Equity Real Estate Investment Trusts (REITs)","06/12/2021",218886198
"NRX","NORONEX LIMITED","Materials","15/11/2017",4727869
"NRZ","NEURIZER LTD","Materials","17/03/2005",71044890
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","27/07/2018",17216597
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","Not Applic","25/03/2004",100654485
"NSM","NORTH STAWELL MINERALS LTD","Materials","24/09/2020",10931557
"NSR","NATIONAL STORAGE REIT","Equity Real Estate Investment Trusts (REITs)","19/12/2013",3006893180
"NST","NORTHERN STAR RESOURCES LTD","Materials","17/12/2003",13422888429
"NSX","NSX LIMITED","Financial Services","13/01/2005",20451848
"NTD","NATIONAL TYRE & WHEEL LIMITED","Consumer Discretionary Distribution & Retail","15/12/2017",78630078
"NTI","NEUROTECH INTERNATIONAL LIMITED","Health Care Equipment & Services","04/11/2016",45443293
"NTL","NEW TALISMAN GOLD MINES LIMITED","Materials","28/05/1987",7947532
"NTM","NT MINERALS LIMITED","Materials","22/12/1993",8006989
"NTU","NORTHERN MINERALS LIMITED","Materials","15/11/2006",193115974
"NUC","NUCHEV LIMITED","Food, Beverage & Tobacco","09/12/2019",16881456
"NUF","NUFARM LIMITED","Materials","10/11/1988",2085308526
"NUH","NUHEARA LIMITED","Technology Hardware & Equipment","05/03/2010",36457929
"NVA","NOVA MINERALS LIMITED","Materials","11/06/1987",68539237
"NVU","NANOVEU LIMITED","Technology Hardware & Equipment","30/11/2018",9081486
"NVX","NOVONIX LIMITED","Technology Hardware & Equipment","02/12/2015",469904541
"NWC","NEW WORLD RESOURCES LIMITED","Materials","21/09/2005",67375745
"NWF","NEWFIELD RESOURCES LIMITED","Materials","08/06/2012",215283845
"NWH","NRW HOLDINGS LIMITED","Capital Goods","05/09/2007",1185870919
"NWL","NETWEALTH GROUP LIMITED","Financial Services","20/11/2017",3548615403
"NWM","NORWEST MINERALS LIMITED","Materials","29/11/2018",17213340
"NWS","NEWS CORPORATION..","Media & Entertainment","19/06/2013",17066573015
"NWSLV","NEWS CORPORATION..","Media & Entertainment","19/06/2013",17066573015
"NXD","NEXTED GROUP LIMITED","Consumer Services","24/08/2009",264545244
"NXG","NEXGEN ENERGY (CANADA) LTD","Energy","02/07/2021",3441559199
"NXL","NUIX LIMITED","Software & Services","04/12/2020",353185071
"NXM","NEXUS MINERALS LIMITED","Materials","23/02/2007",20503558
"NXS","NEXT SCIENCE LIMITED","Health Care Equipment & Services","18/04/2019",119208524
"NXT","NEXTDC LIMITED","Software & Services","13/12/2010",6546957302
"NYM","NARRYER METALS LIMITED","Materials","14/04/2022",7132500
"NYR","NYRADA INC.","Pharmaceuticals, Biotechnology & Life Sciences","16/01/2020",8736487
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","Food, Beverage & Tobacco","19/10/2016",105583668
"NZM","NZME LIMITED","Media & Entertainment","27/06/2016",159085276
"NZO","NEW ZEALAND OIL & GAS LIMITED","Energy","25/09/2020",75023531
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","Food, Beverage & Tobacco","19/06/2007",3308020
"OAK","OAKRIDGE INTERNATIONAL LIMITED","Software & Services","22/06/2007",1375654
"OAR","OAR RESOURCES LIMITED","Materials","17/12/1998",13115679
"OAU","ORA GOLD LIMITED","Materials","22/03/2001",31058476
"OBL","OMNI BRIDGEWAY LIMITED","Financial Services","28/01/2000",774757436
