exercise_img,title,exercise_info,how_to,benefits,muscle_groups,equipment,muscle_img,muscle_worked
/user/downloads/Kettlebell-Shoulder-Press.gif,Kettlebell Shoulder Press,,,,"{'primary': 'Shoulders, '}","Full Gym, Kettlebell, ",,
/user/downloads/Stretch-With-Towel.gif,Towel Shoulder Stretch,,,,"{'primary': 'Back / Wing, Shoulders, Triceps, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Rear-Lateral-Dumbbell-Raise-musle-300x300.png,"{'Shoulder': '100%', 'Triceps': '90%', 'Back': '75%', 'Chest': '60%'}"
/user/downloads/Kettlebell-Thruster.gif,Kettlebell Thruster,,,,"{'primary': 'Hip, Leg, Shoulders, '}","Full Gym, Kettlebell, ",/user/downloads/ladmine-press-muscle-worked-300x300.png,"{'Anterior Deltoid': '100%', 'Trapezius': '75%', 'Serratus Anterior': '75%', 'Abdominals': '75%', 'Triceps': '75%', 'Gluteus Maximus': '75%', 'Hamstring': '75%', 'Adductor Magnus': '75%', 'Quadriceps': '75%', 'Soleus': '75%'}"
/user/downloads/One-Arm-Dumbbell-Snatch.gif,One Arm Dumbbell Snatch,,,,"{'primary': 'Full Body, Hip, Leg, Shoulders, '}","Dumbbells, Full Gym, ",/user/downloads/Clean-and-press-muscle-worked-300x300.png,"{'Anterior Deltoid': '100%', 'Gluteus Maximus': '75%', 'Quadriceps': '75%', 'Erector Spinae': '75%', 'Hamstring': '75%', 'Trapezius': '75%', 'Serratus Anterior': '75%', 'Abdominals': '75%', 'Latissimus Dorsi': '75%', 'Adductor Magnus': '75%', 'Soleus': '75%'}"
/user/downloads/Band-Front-Lateral-Raise.gif,Band Front Lateral Raise,,,,"{'primary': 'Shoulders, '}","Full Gym, Resistance Band, ",,
/user/downloads/pendulum.gif,Shoulder Pendulum,,,,"{'primary': 'Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/90-Degree-Cable-External-Rotation-.gif,90 Degree Cable External Rotation,,,,"{'primary': 'Shoulders, '}","Cable, Full Gym, ",,
/user/downloads/Seated-Ballerina.gif,Seated Ballerina Exercise,,,,"{'primary': 'Shoulders, Trapezius, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/SCAPULAR-RETRACTION-muscle.png,"{'Shoulder': '100%', 'Scapula': '75%', 'Trapezius': '75%', 'Rhomboids': '75%', 'Chest': '60%'}"
/user/downloads/Seated-Scapular-Retraction-Exercise.gif,Seated Scapular Retraction Exercise,,,,"{'primary': 'Shoulders, Trapezius, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/SCAPULAR-RETRACTION-muscle.png,"{'Scapula': '100%', 'Trapezius': '75%', 'Rhomboids': '75%', 'Shoulder': '75%', 'Chest': '60%'}"
/user/downloads/Foam-Roller-Posterior-Shoulder.gif,Foam Roller Posterior Shoulder,,,,"{'primary': 'Shoulders, '}","Foam Roller, Full Gym, ",,
/user/downloads/Roll-Front-Shoulder-and-Chest-Lying-on-Floor.gif,Foam Roller Front Shoulder and Chest,,,,"{'primary': 'Chest, Shoulders, '}","Foam Roller, Full Gym, ",,
/user/downloads/Rotator-Cuff-Stretch.gif,Rotator Cuff Stretch,,,,"{'primary': 'Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Reverse-Shoulder-Stretch.gif,Assisted Reverse Stretch (Chest And Shoulder),,,,"{'primary': 'Chest, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Lying-Upper-Body-Rotation.gif,Lying Upper Body Rotation,,,,"{'primary': 'Abs, Back / Wing, Chest, Erector Spinae, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Kneeling-Back-Rotation-Stretch.gif,Kneeling Back Rotation,,,,"{'primary': 'Erector Spinae, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Serratus-Wall-Slide-With-Foam-Roller.gif,Serratus Wall Slide With Foam Roller,,,,"{'primary': 'Shoulders, Trapezius, '}","Foam Roller, Full Gym, ",,
/user/downloads/Wall-Supported-Arm-Raises.gif,Wall Supported Arm Raises,,,,"{'primary': 'Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Backhand-Raise.gif,Backhand Raise,,,,"{'primary': 'Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Dumbbell-Seated-Cuban-Press.gif,Dumbbell Seated Cuban Press,,,,"{'primary': 'Shoulders, '}","Dumbbells, Full Gym, ",,
/user/downloads/Kneeling-Cable-Shoulder-Press.gif,Kneeling Cable Shoulder Press,,,,"{'primary': 'Shoulders, '}","Cable, Full Gym, ",,
/user/downloads/wall-slide.gif,Wall Slides,,,,"{'primary': 'Back / Wing, Shoulders, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/wall-slides-musle-worked-300x300.png,"{'Target - Shoulder': '100%', 'Other - Trapezius': '100%', 'Other - Rhomboids': '100%', 'Other - Subscapularis': '100%', 'Other - Infraspinatus': '100%', 'Other - Teres Minör': '100%'}"
/user/downloads/Kneeling-T-spine-Rotation.gif,Kneeling T-spine Rotation,,,,"{'primary': 'Abs, Back / Wing, Erector Spinae, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Plate-Loaded-Shoulder-Press.gif,Plate Loaded Shoulder Press,,,,"{'primary': 'Shoulders, '}","Full Gym, Machine, ",,
/user/downloads/Chest-Supported-Dumbbell-Front-Raises.gif,Chest Supported Dumbbell Front Raises,,,,"{'primary': 'Shoulders, '}","Dumbbells, Full Gym, ",,
/user/downloads/One-Arm-Dumbbell-Upright-Row.gif,One-Arm Dumbbell Upright Row,,,,"{'primary': 'Shoulders, Trapezius, '}","Dumbbells, Full Gym, ",,
/user/downloads/Single-Arm-Arnold-Press.gif,Single Arm Arnold Press,,,,"{'primary': 'Shoulders, '}","Dumbbells, Full Gym, ",,
/user/downloads/Kneeling-Landmine-Press.gif,Kneeling Landmine Press,,,,"{'primary': 'Chest, Shoulders, '}","Full Gym, Landmine, ",,
/user/downloads/Pike-Push-Up-Between-Chairs.gif,Pike Push-Up Between Chairs,,,,"{'primary': 'Chest, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Dumbbell-Z-Press.gif,Dumbbell Z Press,,,,"{'primary': 'Shoulders, '}","Dumbbells, Full Gym, ",,
/user/downloads/cable-y-raise.gif,Cable Y Raise,,,,"{'primary': 'Shoulders, Trapezius, '}","Cable, Full Gym, ",,
/user/downloads/Alternate-Dumbbell-Lateral-Raise.gif,Alternate Dumbbell Lateral Raise,,,,"{'primary': 'Shoulders, '}","Dumbbells, Full Gym, ",,
/user/downloads/Back-Slaps-Wrap-Around-Stretch.gif,Back Slaps Wrap Around Stretch,,,,"{'primary': 'Back / Wing, Chest, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/Cable-Half-Kneeling-Pallof-Press.gif,Cable Half Kneeling Pallof Press,,,,"{'primary': 'Abs, Chest, Shoulders, '}","Cable, Full Gym, ",,
/user/downloads/Chest-and-Front-of-Shoulder-Stretch.gif,Chest and Front of Shoulder Stretch,,,,"{'primary': 'Chest, Shoulders, '}","Full Gym, ",,
/user/downloads/Band-Single-Arm-Shoulder-Press.gif,Band Single Arm Shoulder Press,,,,"{'primary': 'Shoulders, '}","Full Gym, Resistance Band, ",,
/user/downloads/Bent-Over-Dumbbell-Rear-Delt-Raise-With-Head-On-Bench.gif,Bent-Over Dumbbell Rear Delt Raise With Head On Bench,,,,"{'primary': 'Shoulders, '}","Dumbbells, Full Gym, ",/user/downloads/Rear-Lateral-Dumbbell-Raise-musle-300x300.png,"{'Target - Posterior Deltoid': '100%', 'Synergists - Infraspinatus': '75%', 'Synergists - Teres Minor': '75%', 'Synergists - Lateral Deltoid': '75%', 'Synergists - Trapezius': '75%', 'Synergists - Rhomboids': '75%'}"
/user/downloads/Pike-to-Cobra.gif,Hindu Push-ups,,,,"{'primary': 'Abs, Erector Spinae, Shoulders, Stretch, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/COBRA-ABDOMINAL-STRETCH-worked-300x300.png,"{'Target - Abdominal': '100%', 'Gluteus Maximus': '80%', 'Hip Flexors': '80%', 'Hamstrings': '80%', 'Latissimus dorsi': '80%', 'Erector Spinae': '80%', 'Shoulders': '65%', 'Pectoralis major': '65%', 'Triceps Brachii': '65%'}"
/user/downloads/barbell-uprightrow.gif,Barbell Upright Row,,,,"{'primary': 'Shoulders, Trapezius, '}","Barbell, Full Gym, ",/user/downloads/barbell-upright-row-300x300.png,"{'Target - Lateral Deltoid': '100%', 'Synergists - Trapezius': '75%', 'Synergists - Supraspinatus': '75%', 'Synergists - Anterior Deltoid': '75%', 'Synergists - İnfraspinatus': '75%', 'Synergists - Teres Minor': '75%', 'Synergists - Brachialis': '75%', 'Synergists - Brachioradialis': '75%', 'Synergists - Biceps': '75%', 'Synergists - Serratus Anterior': '75%', 'Stabilizers - Levator Scapulae': '60%'}"
/user/downloads/Barbell-Front-Raise.gif,Barbell Front Raise,,,,"{'primary': 'Shoulders, '}","Barbell, Full Gym, ",/user/downloads/shoulder-press-muscle-worked-300x300.png,"{'Target - Anterior Deltoid': '100%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Synergists - Lateral Deltoid': '75%', 'Synergists - Trapezius': '75%', 'Synergists - Serratus Anterior': '75%', 'Stabilizers - Trapezius, Upper': '55%', 'Stabilizers - Wrist Extensors': '55%', 'Stabilizers - Levator Scapulae': '55%'}"
/user/downloads/Corner-Wall-Stretch.gif,Corner Wall Stretch,,,,"{'primary': 'Chest, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/thruster.gif,Barbell Thruster,,,,"{'primary': 'Full Body, Leg, Shoulders, '}","Barbell, Full Gym, ",,
/user/downloads/One-Arm-Kettlebell-Swing.gif,One Arm Kettlebell Swing,,,,"{'primary': 'Full Body, Hip, Shoulders, '}","Full Gym, Kettlebell, ",,
/user/downloads/Standing-Reverse-Shoulder-Stretch.gif,Standing Reverse Shoulder Stretch,,,,"{'primary': 'Biceps, Shoulders, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/arm-circle-musle-worked-300x300.png,"{'Shoulder': '100%', 'Arms': '70%', 'Chest': '70%'}"
/user/downloads/Resistance-Band-Bent-Over-Rear-Delt-Fly.gif,Resistance Band Bent Over Rear Delt Fly,,,,"{'primary': 'Shoulders, Trapezius, '}","Full Gym, Resistance Band, ",,
/user/downloads/Medicine-ball-Overhead-Slam-exercise.gif,Medicine ball Overhead Slam,,,,"{'primary': 'Back / Wing, Full Body, Shoulders, '}","Exercise Ball, Full Gym, ",,
/user/downloads/Doorway-chest-and-sshoulder-stretch.gif,Doorway Pec and Shoulder Stretch,,,,"{'primary': 'Chest, Shoulders, '}","Full Gym, NO EQUIPMENT, ",,
/user/downloads/wall-ball.gif,Wall Ball,,,,"{'primary': 'Full Body, Hip, Leg, Shoulders, '}","Exercise Ball, Full Gym, ",,
/user/downloads/Resistance-Band-Pull-Apart.gif,Resistance Band Pull Apart,,,,"{'primary': 'Shoulders, Trapezius, '}","Full Gym, Resistance Band, ",,
/user/downloads/Kettlebell-Lateral-Raise.gif,Kettlebell Lateral Raise,,,,"{'primary': 'Shoulders, '}","Full Gym, Kettlebell, ",,
/user/downloads/Dumbbell-Windmill.gif,Dumbbell Windmill,,,,"{'primary': 'Abs, Shoulders, '}","Dumbbells, Full Gym, ",,
/user/downloads/Dumbbell-Iron-Cross.gif,Dumbbell Iron Cross,,,,"{'primary': 'Full Body, Hip, Leg, Shoulders, '}","Dumbbells, Full Gym, ",,
/user/downloads/Incline-Landmine-Press.gif,Incline Landmine Press,,,,"{'primary': 'Chest, Shoulders, '}","Full Gym, Landmine, ",,
/user/downloads/Dumbbell-Single-Arm-Lateral-Raise.gif,Dumbbell Single Arm Lateral Raise,,,,"{'primary': 'Shoulders, '}","Dumbbells, Full Gym, ",,
/user/downloads/Dumbbell-Seated-Alternate-Front-Raises.gif,Dumbbell Seated Alternate Front Raise,,,,"{'primary': 'Shoulders, '}","Dumbbells, Full Gym, ",,
/user/downloads/Swing-Gymstick.gif,Swing | Gymstick,,,,"{'primary': 'Erector Spinae, Hip, Shoulders, '}","Full Gym, Gymstick, Resistance Band, ",,
/user/downloads/Side-Bend-Press.gif,Side Bend Press | Gymstick,,,,"{'primary': 'Shoulders, '}","Full Gym, Gymstick, Resistance Band, ",,
/user/downloads/Standing-Single-Arm-Upright-Row.gif,Single Arm Upright Row | Gymstick,,,,"{'primary': 'Shoulders, Trapezius, '}","Full Gym, Gymstick, Resistance Band, ",,
/user/downloads/Standing-Behind-Head-Military-Press.gif,Behind the Head Military Press | Gymstick,,,,"{'primary': 'Shoulders, '}","Full Gym, Gymstick, Resistance Band, ",,
/user/downloads/Skier-Gymstick.gif,Skier | Gymstick,,,,"{'primary': 'Shoulders, '}","Full Gym, Gymstick, Resistance Band, ",,
/user/downloads/Face-pull.gif,Face Pull With Resistance Band,,,,"{'primary': 'Shoulders, Trapezius, '}","Full Gym, Gymstick, Resistance Band, ",,
/user/downloads/Bent-Over-Row-Gymstick.gif,Bent Over Row | Gymstick,,,,"{'primary': 'Back / Wing, Shoulders, '}","Full Gym, Gymstick, Resistance Band, ",,
/user/downloads/Battle-Rope.gif,Battle Rope,,,,"{'primary': 'Back / Wing, Cardio, Full Body, Shoulders, '}","Full Gym, ",,
/user/downloads/Arm-Scissors.gif,Arm Scissors,,,,"{'primary': 'Chest, Shoulders, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Arm-Scissors-Muscles-Worked.png,"{'Chest': '80%', 'Shoulder': '80%', 'Trapezius': '80%'}"
,Bench Press,,,,"{'primary': 'Chest, '}","Barbell, Bench, Full Gym, ",,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Anterior Deltoid': '85%', 'Synergists - Triceps': '85%', 'Synergists - Clavicular': '85%', 'Dynamic Stabilizers - Biceps Brachii': '85%'}"
,Pec Deck Fly,,,,"{'primary': 'Chest, '}","Full Gym, Machine, ",,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Pectoralis Major, Clavicular': '85%', 'Synergists - Pectoralis Minor': '85%', 'Synergists - Deltoid, Anterior': '85%', 'Synergists - Biceps, Short Head': '85%', 'Synergists - Serratus Anterior': '85%', 'Stabilizers - Biceps Brachii': '75%', 'Stabilizers - Brachialis': '75%', 'Stabilizers - Wrist Flexors': '75%'}"
,Dumbbell Pullover,,,,"{'primary': 'Chest, '}","Bench, Dumbbells, Full Gym, ",,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Latissimus Dorsi': '75%', 'Synergists - Posterior Deltoid': '75%', 'Synergists - Teres Major': '75%', 'Synergists - Triceps (Long Head)': '75%', 'Synergists - Pectoralis Minor': '75%', 'Synergists - Rhomboids': '75%', 'Synergists - Serratus Anterior': '75%', 'Synergists - Levator Scapulae': '75%', 'Stabilizers - Wrist Flexors': '75%', 'Stabilizers - Triceps Brachii': '75%', 'stabilizers - Pectoralis Major, Clavicular': '75%', 'stabilizers - Anterior Deltoid': '75%'}"
,Low Cable Crossover,,,,"{'primary': 'Chest, '}","Cable, Full Gym, ",,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Pectoralis Major, Clavicular': '85%', 'Synergists - Anterior Deltoid': '85%', 'Synergists - Biceps, Short Head': '80%', 'Stabilizers - Biceps Brachii': '80%', 'Stabilizers - Brachialis': '80%', 'Stabilizers - Triceps Brachii': '80%', 'Stabilizers - Wrist Flexors': '80%', 'Stabilizers - Rectus Abdominis': '80%', 'Stabilizers - Obliques': '80%', 'Antagonist Stabilizers - Erector Spinae': '80%'}"
/user/downloads/High-Cable-Crossover.gif,High Cable Crossover,,,,"{'primary': 'Chest, '}","Cable, Full Gym, ",/user/downloads/High-Cable-Crossover-Muscles-Worked-And-Benefits.png,"{'Target - Pectoralis Major, Sternal-Lower': '100%', 'Synergists - Pectoralis Major, Clavicular': '85%', 'Synergists - Pectoralis Minor': '85%', 'Synergists - Rhomboids': '85%', 'Synergists - Levator Scapulae': '85%', 'Synergists - Latissimus Dorsi': '85%', 'Stabilizers - Biceps Brachii ': '80%', 'Stabilizers - Brachialis': '80%', 'Stabilizers - Triceps': '80%', 'Stabilizers - Wrist Flexors': '80%', 'Stabilizers - Rectus Abdominis ': '80%', 'Stabilizers - Obliques': '80%', 'Antagonist Stabilizers - Erector Spinae': '80%'}"
/user/downloads/Cable-Upper-Chest-Crossovers.gif,Cable Upper Chest Crossovers,,,,"{'primary': 'Chest, '}","Cable, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Pectoralis Major, Clavicular': '85%', 'Synergists - Anterior Deltoid': '85%', 'Synergists - Biceps, Short Head': '80%', 'Stabilizers - Biceps Brachii': '80%', 'Stabilizers - Brachialis': '80%', 'Stabilizers - Triceps Brachii': '80%', 'Stabilizers - Wrist Flexors': '80%', 'Stabilizers - Rectus Abdominis': '80%', 'Stabilizers - Obliques': '80%', 'Antagonist Stabilizers - Erector Spinae': '80%'}"
/user/downloads/Incline-Barbell-Bench-Press.gif,Incline Barbell Bench Press,,,,"{'primary': 'Chest, '}","Barbell, Bench, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Clavicular': '100%', 'Synergists - Pectoralis Major, Sternal': '80%', 'Synergists - Deltoid, Anterior': '80%', 'Synergists - Triceps Brachii': '80%', 'Dynamic Stabilizers - Biceps Brachii': '75%'}"
/user/downloads/Dumbbell-Fly.gif,Dumbbell Fly,,,,"{'primary': 'Chest, '}","Bench, Dumbbells, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Synergists - Deltoid, Anterior': '75%', 'Synergists - Biceps Brachii': '75%', 'Stabilizers - Brachialis': '55%', 'Stabilizers - Triceps': '55%', 'Stabilizers - Wrist Flexors': '55%'}"
/user/downloads/Dumbbell-Press.gif,Dumbbell Bench Press,,,,"{'primary': 'Chest, '}","Bench, Dumbbells, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists -  Clavicular': '75%', 'Synergists - Anterior Deltoid': '75%', 'Synergists - Triceps Brachii': '75%', 'Dynamic Stabilizers - Biceps Brachii': '60%'}"
,Cable Crossover,,,,"{'primary': 'Chest, '}","Cable, Full Gym, ",,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Pectoralis Major, Clavicular and Lower': '75%', 'Synergists - Anterior Deltoid': '75%', 'Synergists - Biceps Brachii': '75%', 'Stabilizers - Brachialis': '55%', 'Stabilizers - Triceps Brachii': '55%', 'Stabilizers - Wrist Flexors': '55%'}"
/user/downloads/One-Arm-Cable-Chest-Press.gif,One-Arm Cable Chest Press,,,,"{'primary': 'Chest, '}","Cable, Full Gym, ",/user/downloads/One-Arm-Cable-Chest-Press-muscles-worked-300x300.png,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Pectoralis Major, Clavicular': '80%', 'Synergists - Anterior Deltoid': '80%', 'Synergists - Triceps Brachii': '80%', 'Synergists - Serratus Anterior': '80%', 'Synergists - Obliques': '80%', 'Synergists - Quadratus Lumborum': '80%', 'Synergists - Psoas major': '80%', 'Synergists - Iliocastalis lumborum': '80%', 'Synergists - Iliocastalis thoracis': '80%', 'Synergists - Tensor fasciae latae': '80%', 'Synergists - Gluteus medius': '80%', 'Synergists - Adductors, Hip': '80%', 'Dynamic Stabilizers - Biceps Brachii': '75%', 'Stabilizers - Rectus Abdominis': '75%', 'Antagonist Stabilizers - Erector Spinae': '75%'}"
,Single-Arm Cable Crossover,,,,"{'primary': 'Chest, '}","Cable, Full Gym, ",,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Pectoralis Clavicular Head': '80%', 'Synergists - Pectoralis Minor': '80%', 'Synergists - Rhomboids': '80%', 'Synergists - Latissimus Dorsi': '80%', 'Synergists - Levator Scapulae': '80%', 'Stabilizers - Brachialis': '75%', 'Stabilizers - Biceps Brachii': '75%', 'Stabilizers - Triceps Brachii': '75%', 'Stabilizers - Wrist Flexors': '75%', 'Stabilizers - Rectus Abdominis': '75%', 'Stabilizers - Obliques': '75%', 'Antagonist Stabilizers - Erector Spinae': '75%'}"
/user/downloads/Incline-dumbbell-Fly.gif,Incline Dumbbell Fly,,,,"{'primary': 'Chest, '}","Dumbbells, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Clavicular': '100%', 'Synergists - Deltoid, Anterior': '75%', 'Synergists - Biceps Brachii': '75%', 'Stabilizers - Brachialis': '60%', 'Stabilizers - Triceps Brachii': '60%', 'stabilizers - Wrist Flexors': '60%'}"
/user/downloads/Incline-Dumbbell-Press.gif,Incline Dumbbell Press,,,,"{'primary': 'Chest, '}","Dumbbells, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Clavicular': '100%', 'Synergists - Anterior Deltoid': '70%', 'Synergists - Triceps': '70%', 'Dynamic Stabilizers - Biceps Brachii': '55%'}"
/user/downloads/Reverse-Grip-Incline-Dumbbell-Press.gif,Reverse Grip Incline Dumbbell Press,,,,"{'primary': 'Chest, '}","Dumbbells, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Clavicular': '100%', 'Synergists - Anterior Deltoid': '70%', 'Synergists - Triceps': '70%', 'Dynamic Stabilizers - Biceps Brachii': '55%'}"
/user/downloads/10301301-Lever-Pec-Deck-Fly_Chest_720.gif,Machine Fly,,,,"{'primary': 'Chest, '}","Full Gym, Machine, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Synergists - Biceps Brachii': '75%', 'Synergists - Serratus Anterior': '75%'}"
/user/downloads/Decline-Dumbbell-Press.gif,Decline Dumbbell Press,,,,"{'primary': 'Chest, '}","Bench, Dumbbells, Full Gym, ",/user/downloads/Decline-Barbell-Bench-Press.gif,"{'Pectoralis Major, (Sternal, Abdominal head)': '100%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Synergists - Anterior Deltoid': '75%', 'Synergists - Triceps': '75%', 'Dynamic Stabilizers - Biceps Brachii': '55%'}"
/user/downloads/Lever-Incline-Chest-Press.gif,Lever Incline Chest Press,,,,"{'primary': 'Chest, '}","Full Gym, Machine, ",,
/user/downloads/Chest-Dips.gif,Chest Dips,,,,"{'primary': 'Chest, '}","Full Gym, Machine, ",/user/downloads/bench-dips-muscle-worked-300x300.png,"{'Target - Pectoralis Major': '100%', 'Synergists - Triceps': '75%', 'Synergists - Anterior Deltoid': '75%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Synergists - Pectoralis Minor': '75%', 'Synergists - Rhomboids': '75%', 'Synergists - Levator Scapulae': '75%', 'Synergists - Latissimus Dorsi': '75%', 'Dynamic Stabilizers - Biceps Brachii': '55%', 'Stabilizers - Lower Trapezius ': '55%'}"
/user/downloads/Assisted-Chest-Dip.gif,Assisted Chest Dip,,,,"{'primary': 'Chest, '}","Full Gym, Machine, ",/user/downloads/bench-dips-muscle-worked-300x300.png,"{'Target - Pectoralis Major': '100%', 'Synergists - Triceps': '75%', 'Synergists - Anterior Deltoid': '75%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Synergists - Pectoralis Minor': '75%', 'Synergists - Rhomboids': '75%', 'Synergists - Levator Scapulae': '75%', 'Synergists - Latissimus Dorsi': '75%', 'Dynamic Stabilizers - Biceps Brachii': '55%', 'Stabilizers - Lower Trapezius ': '55%'}"
/user/downloads/Lying-Cable-Fly.gif,Lying Cable Fly,,,,"{'primary': 'Chest, '}","Cable, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Synergists - Deltoid, Anterior': '75%', 'Synergists - Biceps Brachii': '75%', 'Stabilizers - Brachialis': '55%', 'Stabilizers - Triceps': '55%', 'Stabilizers - Wrist Flexors': '55%'}"
/user/downloads/Drop-Push-Up.gif,Drop Push-Up,,,,"{'primary': 'Chest, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/muscle-worked-in-the-push-up-300x300.png,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergists - Pectoralis Major, Clavicular': '80%', 'Synergists - Anterior Deltoid': '80%', 'Synergists - Triceps Brachii': '80%', 'Dynamic Stabilizers - Biceps Brachii': '70%', 'Stabilizers - Rectus Abdominis': '60%', 'Stabilizers - Obliques': '60%', 'Stabilizers - Quadriceps': '60%', 'Antagonist Stabilizers - Erector Spinae': '50%'}"
/user/downloads/Inner-Chest-Press-Machine.gif,Inner Chest Press Machine,,,,"{'primary': 'Chest, '}","Full Gym, Machine, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Sternal': '100%', 'Synergits - Pectoralis Major, Clavicular': '70%', 'Synergists - Anterior Deltoid': '70%', 'Synergists - Triceps': '70%', 'Dynamic Stabilizers - Biceps Brachii': '55%'}"
/user/downloads/Decline-Dumbbell-Fly.gif,Decline Dumbbell Fly,,,,"{'primary': 'Chest, '}","Dumbbells, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Target - Pectoralis Major, Lower port': '100%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Synergists - Deltoid, Anterior': '75%', 'Synergists - Biceps Brachii': '75%', 'Stabilizers - Brachialis': '55%', 'Stabilizers - Triceps': '55%', 'Stabilizers - Wrist Flexors': '55%'}"
/user/downloads/Incline-Dumbbel-Hammer-Press.gif,Incline Dumbbell Hammer Press,,,,"{'primary': 'Chest, '}","Dumbbells, Full Gym, ",/user/downloads/Bench-Press-Muscle-work-300x300.png,"{'Pectoralis Major, Clavicular': '100%', 'Synergists - Anterior Deltoid': '80%', 'Synergists - Pectoralis Major, Sternal': '80%', 'Synergists - Triceps Brachii': '80%', 'Dynamic Stabilizers - Biceps Brachii': '80%'}"
/user/downloads/Dumbbell-Upward-Fly.gif,Dumbbell Upward Fly,,,,"{'primary': 'Chest, '}","Dumbbells, Full Gym, ",,
/user/downloads/Narrow-Grip-Wall-Push-Up.gif,Narrow Grip Wall Push-Up,,,,"{'primary': 'Chest, Triceps, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/triceps-muscle-worked-300x300.png,"{'Target - Triceps': '100%', 'Synergists - Anterior Deltoid': '75%', 'Synergists - Pectoralis Major, Sternal': '75%', 'Synergists - Pectoralis Major, Clavicular': '75%', 'Synergists - Pectoralis Minor': '75%', 'Dynamic Stabilizers - Biceps Brachii': '55%'}"
/user/downloads/Shoulder-Stretch-Behind-Back.gif,Shoulder Stretch Behind Back,,,,"{'primary': 'Back / Wing, Chest, Shoulders, Triceps, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Rear-Lateral-Dumbbell-Raise-musle-300x300.png,"{'Shoulder': '100%', 'Triceps': '90%', 'Back': '75%', 'Chest': '60%'}"
/user/downloads/Decline-Chest-Press-Machine.gif,Decline Chest Press Machine,,,,"{'primary': 'Chest, '}","Full Gym, Machine, ",,
/user/downloads/Lying-Chest-Press-Machine.gif,Lying Chest Press Machine,,,,"{'primary': 'Chest, '}","Full Gym, Machine, ",,
