title,exercise_info,exercise_img,exercise_instruction,benefits,muscle_groups,equipment,muscle_img,muscle_worked
Zercher Deadlift,,/user/downloads/zercher-deadlift.gif,,,"{'primary': 'Hip, Leg, '}","Barbell, Full Gym, ",,
Supported Pistol Squat,,/user/downloads/Supported-Pistol-Squat.gif,,,"{'primary': 'Leg, '}","Full Gym, NO EQUIPMENT, ",,
Barbell Thruster,,/user/downloads/thruster.gif,,,"{'primary': 'Full Body, Leg, Shoulders, '}","Barbell, Full Gym, ",,
Dumbbell Pull Through,,/user/downloads/Dumbbell-Pull-Through.gif,,,"{'primary': 'Erector Spinae, Hip, Leg, '}","Dumbbells, Full Gym, ",,
Jefferson Squat,,/user/downloads/jefferson-squat.gif,,,"{'primary': 'Hip, Leg, '}","Barbell, Full Gym, ",,
TRX Pistol Squat,,/user/downloads/TRX-Pistol-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, TRX Suspension, ",,
Sitting Wide Leg Adductor Stretch,,/user/downloads/Sitting-Wide-Leg-Adductor-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Standing Wide Knees Adductor Stretch,,/user/downloads/Standing-Wide-Knees-Adductor-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Standing Wide Leg Adductor Stretch,,/user/downloads/Standing-Wide-Leg-Adductor-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Knee Circles,,/user/downloads/Knee-Circles.gif,,,"{'primary': 'Leg, '}","Full Gym, NO EQUIPMENT, ",,
Resistance Band Overhead Squat,,/user/downloads/Resistance-Band-Overhead-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, Resistance Band, ",,
Hell Slide,,/user/downloads/Hell-Slide.gif,"<ul><li>1- Lie on your back with your legs stretched out straight in front of you, your arms by your sides, and your heels pressed lightly against the floor. Locate your neutral hip and spine position before you begin this exercise.</li><li></li><li>2- Keep your pelvis neutral. Slowly bend your right knee up by sliding your right heel along the ground. Bend it as far as you can without rocking or lifting your hips off the ground, or disturbing the lumbar spine position. Keep your core engaged throughout. Bring your knee back as far as you can.</li><li></li><li>3- Slide your right leg back to the start position, without allowing the hips to rock to one side. Stay weighted in the tailbone and keep your core engaged. Maintain neutral position throughout the movement. Alternate with each leg for the required number of reps, then relax.</li></ul>",<ul><li>This simple and relatively gentle movement is a good exercise for improving strength and mobility in the muscles of your hip and pelvis. Always remember to perform the same number of reps for each leg.</li></ul>,"{'primary': 'Abs, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/hell-slide-muscles-worked-300x300.png,"{'Hamstring': '90%', 'Calves': '70%', 'Transverse abdominis': '70%', 'Internal obliques': '70%', 'Pelvic floor': '70%', 'Multifidus': '70%', 'Quadratus lumborum': '70%'}"
Wall Ball,,/user/downloads/wall-ball.gif,,,"{'primary': 'Full Body, Hip, Leg, Shoulders, '}","Exercise Ball, Full Gym, ",,
Kneeling Leg Out Adductor Stretch,,/user/downloads/Kneeling-Leg-Out-Adductor-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Half Frog Pose,,/user/downloads/Half-Frog-Pose-ardha-bhekasana.gif,,,"{'primary': 'Abs, Leg, Yoga, '}","Full Gym, NO EQUIPMENT, ",,
Happy Baby Pose,,/user/downloads/Happy-Baby-Pose.gif,,,"{'primary': 'Hip, Leg, Yoga, '}","Full Gym, NO EQUIPMENT, ",,
Kettlebell Figure 8,,/user/downloads/Kettlebell-Figure-8.gif,,,"{'primary': 'Abs, Erector Spinae, Full Body, Hip, Leg, '}","Full Gym, Kettlebell, ",,
Barbell Single Leg Deadlift,,/user/downloads/Barbell-Single-Leg-Deadlift.gif,,,"{'primary': 'Erector Spinae, Hip, Leg, '}","Barbell, Full Gym, ",,
Dumbbell Single Leg Deadlift,,/user/downloads/Dumbbell-Single-Leg-Deadlift.gif,,,"{'primary': 'Erector Spinae, Hip, Leg, '}","Dumbbells, Full Gym, ",,
Seated Leg Extension with Resistance Band,,/user/downloads/Seated-Leg-Extension-with-Resistance-Band.gif,,,"{'primary': 'Leg, '}","Full Gym, Resistance Band, ",,
Good Morning With Resistance Band,,/user/downloads/Good-Morning-With-Resistance-Band.gif,,,"{'primary': 'Erector Spinae, Leg, '}","Full Gym, Resistance Band, ",,
Dumbbell Bench Squat,,/user/downloads/dumbbell-bench-squat.gif,,,"{'primary': 'Hip, Leg, '}","Dumbbells, Full Gym, ",,
Pendulum Squat,,/user/downloads/Pendulum-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, Machine, ",,
Dumbbell Iron Cross,"<ul><li>The dumbbell iron cross is a combination of squats and lateral raises. This exercise is performed with a pair of dumbbells, and it requires a high level of stability, balance, and coordination.</li></ul>",/user/downloads/Dumbbell-Iron-Cross.gif,,"<ul><li>The dumbbell iron cross is a strength training exercise that targets the shoulders and legs. It offers several benefits for those who work multiple muscle groups and incorporate it into their workout routine;</li><li></li><li>The dumbbell iron cross requires a significant amount of stability and control, particularly in the shoulders, hip and legs, leading to improved strength in these areas. As you progress with the dumbbell iron cross, you will find that it requires a significant amount of endurance to perform multiple reps. By consistently incorporating it into your workout routine, you can improve your overall endurance levels.</li><li></li><li>High intensity: The dumbbell iron cross can be considered a high-intensity exercise, depending on how it is performed, making it a challenging exercise that can increase heart rate and build muscle. To make the exercise more intense, you can use heavier weights, perform it at a faster pace, or incorporate it into a circuit training routine. However, it is important to make sure you have proper form and control before increasing the intensity, as improper form can lead to injury. It’s also a good idea to start with lighter weights and gradually increase the weight as you build up your strength.</li></ul>","{'primary': 'Full Body, Hip, Leg, Shoulders, '}","Dumbbells, Full Gym, ",,
Box Pistol Squat,,/user/downloads/Box-pistol-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Sitting Rotation Hip Stretch,,/user/downloads/Sitting-Rotation-Hip-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Supported One Leg Standing Hip Flexor And Knee Extensor Stretch,,/user/downloads/Supported-One-Leg-Standing-Hip-Flexor-And-Knee-Extensor-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Squat mobility Complex,,/user/downloads/Squat-mobility-Complex.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Standing Straight Leg Raise With Resistance Band,,/user/downloads/Standing-straight-leg-raise.gif,,,"{'primary': 'Leg, '}","Full Gym, Resistance Band, ",,
Standing Leg Raise With Resistance Band,,/user/downloads/Standing-Leg-Raise.gif,,,"{'primary': 'Leg, '}","Full Gym, Resistance Band, ",,
Standing Leg Extension With Resistance Band,,/user/downloads/Standing-leg-extension.gif,,,"{'primary': 'Leg, '}","Full Gym, Resistance Band, ",,
Standing Leg Curl With Resistance Band,,/user/downloads/Standing-leg-curl.gif,,,"{'primary': 'Leg, '}","Full Gym, Resistance Band, ",,
Split Squat | Gymstick,,/user/downloads/Split-Squat-Gymstick.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, Gymstick, Resistance Band, ",,
Squat | Gymstick,,/user/downloads/Squat-Gymstick.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, Gymstick, Resistance Band, ",,
Banded Lying Leg Curl,,/user/downloads/Lying-leg-curl.gif,,,"{'primary': 'Leg, '}","Full Gym, Gymstick, Resistance Band, ",,
Lying Alternate Leg Press | Gymstick,,/user/downloads/Lying-Alternate-Leg-Press.gif,,,"{'primary': 'Leg, '}","Full Gym, Gymstick, Resistance Band, ",,
The Box Jump,,/user/downloads/The-Box-Jump.gif,,"<ul><li>The Box Jump are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body.</li><li>The Box Jump target the abdominal muscles, hip muscles and hip flexors and also work on the thighs, knee tendons and quadriceps.</li><li>Jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since jumps elevate your heart rate, they can also improve your cardiovascular fitness.</li></ul>","{'primary': 'Cardio, Hip, Leg, Abs, Calves, '}","Bench, Full Gym, NO EQUIPMENT, ",/user/downloads/muscle-worked-in-the-Skater-300x300.png,"{'Target - Quadriceps': '100%', 'Gluteus Maximus': '80%', 'Hip Flexors': '80%', 'Calves': '80%', 'Hamstrings': '80%', 'Abs': '65%'}"
Standing Calf Raise,,/user/downloads/Standing-Calf-Raise.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Calf Raise,,/user/downloads/Dumbbell-Calf-Raise.gif,,"<ul><li>Since the target muscle group of this exercise designed to isolate is the calf muscles, it can maximize muscle development by focusing more on the muscles in this area.</li></ul>","{'primary': 'Calf, '}","Dumbbells, Full Gym, ",/user/downloads/calf-muscle-worked-300x300.png,{'Target - Targe - Calf': '100%'}
Calf Raise with Resistance Band,,/user/downloads/Calf-Raise-with-Resistance-Band.gif,,,"{'primary': 'Calf, '}","Full Gym, Gymstick, Resistance Band, ",,
Barbell Seated Calf Raise,,/user/downloads/Barbell-Seated-Calf-Raise.gif,,,"{'primary': 'Calf, '}","Barbell, Full Gym, ",,
Leg Press Calf Raise,,/user/downloads/Leg-Press-Calf-Raise.gif,,"<ul><li>Calf raise performed on the leg press machine is an isolated exercise. Since the target area is the calf muscles, it can maximize muscle development by focusing more on the muscles in this area.</li></ul>","{'primary': 'Calf, '}","Full Gym, Machine, ",/user/downloads/calf-muscle-worked-300x300.png,{'Target - Targe - Calf': '100%'}
Hack Squat Calf Raise,,/user/downloads/Hack-Squat-Calf-Raise.gif,,"<ul><li>Since the target muscle group of this exercise designed to isolate is the calf muscles, it can maximize muscle development by focusing more on the muscles in this area.</li></ul>","{'primary': 'Calf, '}","Full Gym, Machine, ",/user/downloads/calf-muscle-worked-300x300.png,{'Target - Targe - Calf': '100%'}
Lever Seated Calf Raise,,/user/downloads/Lever-Seated-Calf-Raise.gif,"<ul><li>Place forefeet on machines foot plates with heels extending off. Position lower thighs under machine pads.</li><li></li><li>Push from the balls of your feet, raising your heels as high as you can. Pause, then slowly return to the starting position.</li></ul>",<ul><li>The seated calf raise is an isolation exercise designed to develop the calf and lower leg muscles.</li></ul>,"{'primary': 'Calf, '}","Full Gym, Machine, ",/user/downloads/calf-muscle-worked-300x300.png,"{'Target - Soleus': '100%', 'Synergists - Gastrocnemius': '100%'}"
Single Leg Calf Raise,,/user/downloads/Single-Leg-Calf-Raises.gif,,"<ul><li>Since the target muscle group of this exercise designed to isolate is the calf muscles, it can maximize muscle development by focusing more on the muscles in this area.</li></ul>","{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/calf-muscle-worked-300x300.png,{'Target - Targe - Calf': '100%'}
Hack Machine One-Leg Calf Raise,,/user/downloads/Hack-Machine-One-Leg-Calf-Raise.gif,,,"{'primary': 'Calf, '}","Full Gym, Machine, ",,
Donkey Calf Raise,,/user/downloads/Donkey-Calf-Raise.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Lever Donkey Calf Raise,,/user/downloads/Lever-Donkey-Calf-Raise.gif,,,"{'primary': 'Calf, '}","Full Gym, Machine, ",,
Bench Press Machine Standing Calf Raise,,/user/downloads/Bench-Press-Machine-Standing-Calf-Raise.gif,,,"{'primary': 'Calf, '}","Full Gym, Machine, ",,
Standing Cross Leg Hamstring Stretch,,/user/downloads/Standing-Cross-Leg-Hamstring-Stretch.gif,,,"{'primary': 'Calf, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Standing Barbell Calf Raise,,/user/downloads/Standing-Barbell-Calf-Raise.gif,,,"{'primary': 'Calf, '}","Barbell, Full Gym, ",,
Weighted Donkey Calf Raise,,/user/downloads/Weighted-Donkey-Calf-Raise.gif,,,"{'primary': 'Calf, '}","Full Gym, ",,
Squat Hold Calf Raise,,/user/downloads/Squat-Hold-Calf-Raise.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Standing Hamstring Stretch,,/user/downloads/Standing-Hamstring-Stretch.gif,,,"{'primary': 'Calf, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Weighted Seated Calf Raise,,/user/downloads/Weighted-Seated-Calf-Raise.gif,,,"{'primary': 'Calf, '}","Dumbbells, Full Gym, ",,
Foam Roller Calves,,/user/downloads/Foam-Roller-Calves.gif,,,"{'primary': 'Calf, '}","Foam Roller, Full Gym, ",,
Band Foot External Rotation,,/user/downloads/Resistance-Band-Foot-External-Rotation.gif,,,"{'primary': 'Calf, '}","Full Gym, Resistance Band, ",,
Toe Extensor Stretch,,/user/downloads/Toe-Extensor-Stretch.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Standing Dorsiflexion,,/user/downloads/Standing-Dorsiflexion.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Standing Wall Calf Stretch,,/user/downloads/Standing-Wall-Calf-Stretch.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Standing Toe Up Achilles Stretch,,/user/downloads/Standing-Toe-Up-Achilles-Stretch.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Standing Toe Flexor Stretch,,/user/downloads/Standing-Toe-Flexor-Stretch.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Standing Gastrocnemius Calf Stretch,,/user/downloads/Standing-Gastrocnemius-Calf-Stretch.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Single Heel Drop Calf Stretch,,/user/downloads/Single-Heel-Drop-Calf-Stretch.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Seated Straight Leg Calf Stretch,,/user/downloads/Seated-Straight-Leg-Calf-Stretch.gif,,,"{'primary': 'Calf, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Lunging Straight Leg Calf Stretch,,/user/downloads/Lunging-Straight-Leg-Calf-Stretch.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Posterior Tibialis Stretch,,/user/downloads/Posterior-Tibialis-Stretch.gif,,,"{'primary': 'Calf, '}","Full Gym, Resistance Band, ",,
Foot and Ankles Stretches,,/user/downloads/Foot-and-Ankles-Stretches.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Foot and Ankle Rotation,,/user/downloads/Feet-and-Ankle-Rotation.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Calves Stretch Static Position,,/user/downloads/Calves-Stretch-Static-Position.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Single Leg Calves Stretch,,/user/downloads/Single-Leg-Calves-Stretch.gif,,,"{'primary': 'Calf, '}","Full Gym, NO EQUIPMENT, ",,
Calf Stretch With Rope,,/user/downloads/Calf-Stretch-with-Rope.gif,,,"{'primary': 'Calf, '}","Full Gym, Resistance Band, ",,
Crouching Heel Back Calf Stretch,,/user/downloads/Crouching-Heel-Back-Calf-Stretch.gif,,,"{'primary': 'Calf, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Seated Calf Press on Leg Press Machine,,/user/downloads/Seated-Calf-Press-on-Leg-Press-Machine.gif,,,"{'primary': 'Calf, '}","Full Gym, Machine, ",,
Single Calf Raise on Leg Press Machine,,/user/downloads/Single-Calf-Raise-on-Leg-Press-Machine.gif,,,"{'primary': 'Calf, '}","Full Gym, Machine, ",,
Inner Thigh Side Stretch,,/user/downloads/INNER-THIGH-SIDE-STRETCH.gif,"<ul><li>Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion.</li><li></li><li>Static stretching is typically done at the end of your workout, once your muscles are warm and relaxed. Hold the stretch for 15 to 40 seconds. Return to the starting position and repeat on the other side.</li></ul>","<ul><li>The adductor group is located on the inside of the leg and consists of the pectineus, adductor brevis, adductor longus, adductor magnus and gracilis. The best way to keep these muscles relaxed and flexible is by including dynamic stretches in your warm-up and static stretches in your cooldown routine. Stretching your adductors regularly can improve your flexibility and performance, and also prevent injury and stiffness.</li><li>Pre-workout dynamic stretching improves circulation, prepares your muscles for movement, and temporarily increases your range of motion.</li></ul>","{'primary': 'Calf, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Inner-Thigh-Side-Stretch-muscle-worked-300x300.png,"{'Adductor Magnus': '100%', 'Adductor longus': '100%', 'Gracilis': '100%', 'Pectineus': '100%', 'Adductor Brevis': '100%', 'Hamstrings': '100%', 'Quadriceps': '100%', 'Calves': '100%'}"
